"Rider";"WeekOfYear";"mon_intensity";"mon_duration";"mon_hr";"tue_intensity";"tue_duration";"tue_hr";"wed_intensity";"wed_duration";"wed_hr";"thu_intensity";"thu_duration";"thu_hr";"fri_intensity";"fri_duration";"fri_hr";"sat_intensity";"sat_duration";"sat_hr";"sun_intensity";"sun_duration";"sun_hr"
"Rider5";"6/2014";0;0;0;0;0;0;0;0;0;2.0;4568.0;137.24;2.0;5003.0;134.26;0;0;0;2.0;6107.0;134.32
"Rider2";"6/2014";0;0;0;0;0;0;2.0;4430.0;123.7;1.0;4786.0;112.5;1.0;5424.0;110.16;0;0;0;0;0;0
"Rider4";"6/2014";0;0;0;0;0;0;2.0;8538.0;121.63;2.0;14691.0;129.91;2.0;16276.0;122.17;2.0;17901.0;133.46;1.0;10365.0;109.0
"Rider7";"3/2014";0;0;0;0;0;0;0;0;0;2.0;9729.0;123.93;0;0;0;0;0;0;0;0;0
"Rider3";"3/2014";2.0;7144.0;127.98;0;0;0;1.0;6667.0;113.67;0;0;0;2.0;3056.0;127.03;2.0;9364.0;126.04;2.0;3842.0;132.77
"Rider5";"3/2014";0;0;0;3.0;3090.0;142.66;2.0;5589.0;131.74;0;0;0;0;0;0;2.0;3800.0;121.36;0;0;0
"Rider4";"3/2014";2.0;16548.0;118.04;2.0;2397.0;135.61;1.0;12758.0;113.79;2.0;15824.0;132.24;2.0;4857.0;137.36;1.0;16319.0;109.84;0;0;0
"Rider7";"36/2013";2.0;5798.0;121.34;2.0;5998.0;121.24;2.0;5466.0;124.94;0;0;0;1.0;5972.0;117.15;0;0;0;0;0;0
"Rider3";"36/2013";0;0;0;0;0;0;2.0;180428.0;131.47;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"36/2013";0;0;0;0;0;0;1.0;5950.0;108.91;0;0;0;0;0;0;3.0;10084.0;165.13;0;0;0
"Rider2";"36/2013";0;0;0;1.0;9107.0;83.94;2.0;8102.0;128.44;0;0;0;2.0;4708.0;120.58;3.0;9252.0;148.59;0;0;0
"Rider4";"36/2013";2.0;7799.0;126.37;2.0;14975.0;136.36;2.0;15014.0;120.89;2.0;18627.0;132.08;2.0;12919.0;136.31;0;0;0;2.0;18365.0;128.47
"Rider7";"31/2013";0;0;0;2.0;3592.0;131.3;0;0;0;1.0;5194.0;114.95;0;0;0;0;0;0;2.0;6599.0;133.48
"Rider3";"31/2013";0;0;0;2.0;6158.0;132.34;2.0;14920.0;123.0;2.0;10862.0;139.25;0;0;0;2.0;2482.0;134.94;0;0;0
"Rider5";"31/2013";0;0;0;0;0;0;2.0;6239.0;131.62;1.0;4948.0;106.74;1.0;4172.0;109.4;3.0;18541.0;142.01;0;0;0
"Rider2";"31/2013";0;0;0;0;0;0;2.0;5266.0;127.67;2.0;4542.0;123.03;0;0;0;0;0;0;0;0;0
"Rider1";"31/2013";0;0;0;0;0;0;0;0;0;3.0;20268.0;184.08;0;0;0;3.0;2205.0;153.98;0;0;0
"Rider4";"31/2013";1.0;11073.0;84.88;2.0;12552.0;133.04;2.0;5776.0;126.15;1.0;2877.0;117.68;0;0;0;1.0;8773.0;101.59;0;0;0
"Rider7";"38/2014";1.0;86743.0;104.4;1.0;9369.0;110.62;1.0;3964.0;98.85;0;0;0;0;0;0;0;0;0;0;0;0
"Rider6";"38/2014";0;0;0;2.0;3797.0;132.9;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3411.0;114.26
"Rider3";"38/2014";0;0;0;2.0;5199.0;138.91;1.0;7166.0;114.14;2.0;4265.0;133.09;0;0;0;0;0;0;3.0;5672.0;163.69
"Rider5";"38/2014";0;0;0;0;0;0;2.0;5155.0;132.06;0;0;0;0;0;0;0;0;0;2.0;8300.0;138.14
"Rider2";"38/2014";2.0;8133.0;125.71;0;0;0;1.0;6328.0;104.21;2.0;7007.0;123.44;0;0;0;0;0;0;0;0;0
"Rider1";"38/2014";2.0;12489.0;132.12;2.0;6150.0;126.37;2.0;16106.0;141.06;2.0;12272.0;125.2;0;0;0;2.0;4657.0;131.88;0;0;0
"Rider4";"38/2014";0;0;0;0;0;0;0;0;0;0;0;0;1.0;1382.0;99.81;0;0;0;0;0;0
"Rider7";"30/2013";0;0;0;2.0;6934.0;123.06;0;0;0;0;0;0;0;0;0;0;0;0;2.0;8057.0;137.58
"Rider3";"30/2013";1.0;10752.0;93.19;0;0;0;2.0;6792.0;129.69;2.0;10847.0;126.92;0;0;0;0;0;0;0;0;0
"Rider5";"30/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;4821.0;132.97;0;0;0
"Rider2";"30/2013";0;0;0;0;0;0;0;0;0;1.0;6212.0;114.74;0;0;0;2.0;9991.0;136.63;1.0;9416.0;117.29
"Rider1";"30/2013";0;0;0;3.0;8131.0;173.0;2.0;15537.0;140.92;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"30/2013";0;0;0;1.0;14646.0;116.53;2.0;7883.0;118.93;2.0;11145.0;131.77;1.0;5022.0;105.42;2.0;3513.0;120.02;0;0;0
"Rider7";"29/2014";1.0;6035.0;106.04;0;0;0;1.0;10285.0;109.77;2.0;19040.0;121.43;1.0;4878.0;103.73;0;0;0;1.0;6990.0;108.96
"Rider6";"29/2014";0;0;0;0;0;0;0;0;0;0;0;0;2.0;4690.0;138.96;0;0;0;2.0;4225.0;141.01
"Rider3";"29/2014";0;0;0;2.0;4446.0;119.46;2.0;5018.0;131.73;2.0;6482.0;124.95;0;0;0;3.0;5254.0;143.02;2.0;11051.0;132.56
"Rider5";"29/2014";0;0;0;0;0;0;0;0;0;2.0;6652.0;131.59;2.0;5463.0;132.62;0;0;0;2.0;10482.0;139.85
"Rider2";"29/2014";0;0;0;0;0;0;1.0;6146.0;115.5;1.0;6141.0;115.41;0;0;0;2.0;1703.0;122.12;2.0;19943.0;135.47
"Rider1";"29/2014";2.0;7751.0;134.28;3.0;13100.0;141.37;0;0;0;3.0;8192.0;144.73;1.0;5917.0;106.48;3.0;16878.0;142.41;0;0;0
"Rider4";"29/2014";1.0;5279.0;93.29;1.0;14608.0;95.44;3.0;11442.0;143.63;1.0;9615.0;117.52;0;0;0;2.0;9231.0;122.87;1.0;9006.0;111.26
"Rider7";"13/2013";0;0;0;0;0;0;0;0;0;2.0;6421.0;121.72;0;0;0;1.0;6078.0;110.94;0;0;0
"Rider5";"13/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;2569.0;128.68;0;0;0
"Rider2";"13/2013";0;0;0;0;0;0;0;0;0;0;0;0;2.0;3645.0;120.63;2.0;6101.0;129.65;0;0;0
"Rider4";"13/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;6880.0;103.15;0;0;0
"Rider7";"24/2013";2.0;6053.0;120.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"24/2013";0;0;0;0;0;0;2.0;5531.0;133.71;0;0;0;3.0;1024.0;158.73;3.0;11133.0;147.78;0;0;0
"Rider2";"24/2013";0;0;0;1.0;9186.0;94.54;1.0;6185.0;116.51;1.0;6895.0;114.32;0;0;0;2.0;16971.0;135.75;1.0;10156.0;110.42
"Rider1";"24/2013";0;0;0;2.0;11823.0;124.93;0;0;0;1.0;3706.0;103.67;0;0;0;0;0;0;3.0;21673.0;152.44
"Rider4";"24/2013";2.0;491881.0;122.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider7";"22/2013";1.0;7928.0;114.2;2.0;7228.0;120.19;1.0;4238.0;114.2;0;0;0;0;0;0;2.0;5385.0;130.11;0;0;0
"Rider3";"22/2013";0;0;0;2.0;7135.0;135.61;2.0;5363.0;134.54;0;0;0;0;0;0;0;0;0;3.0;8080.0;151.17
"Rider5";"22/2013";0;0;0;2.0;6444.0;123.28;2.0;5995.0;130.27;0;0;0;0;0;0;2.0;10930.0;140.82;1.0;5581.0;98.1
"Rider2";"22/2013";0;0;0;2.0;8025.0;128.94;1.0;9240.0;107.95;0;0;0;0;0;0;1.0;7151.0;109.6;3.0;9989.0;148.92
"Rider1";"22/2013";0;0;0;3.0;4843.0;161.9;2.0;13172.0;131.75;0;0;0;0;0;0;0;0;0;0;0;0
"Rider7";"7/2015";0;0;0;0;0;0;2.0;9129.0;129.57;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"7/2015";0;0;0;2.0;4733.0;123.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider1";"7/2015";0;0;0;2.0;9404.0;134.23;2.0;9698.0;132.35;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"7/2015";0;0;0;2.0;12061.0;134.25;1.0;5250.0;113.55;0;0;0;0;0;0;0;0;0;0;0;0
"Rider7";"8/2013";2.0;21697.0;126.25;1.0;5732.0;115.23;2.0;16506.0;119.34;2.0;9305.0;121.06;1.0;7949.0;105.64;1.0;10727.0;114.88;2.0;18562.0;124.17
"Rider3";"8/2013";2.0;13046.0;122.44;0;0;0;2.0;15516.0;126.78;1.0;9844.0;116.62;0;0;0;0;0;0;0;0;0
"Rider5";"8/2013";0;0;0;0;0;0;2.0;5043.0;126.5;2.0;4620.0;122.45;0;0;0;0;0;0;0;0;0
"Rider2";"8/2013";2.0;15473.0;136.43;1.0;6055.0;117.23;2.0;18984.0;127.08;1.0;10715.0;111.4;2.0;5262.0;122.3;2.0;6860.0;129.33;0;0;0
"Rider4";"8/2013";2.0;13096.0;127.23;1.0;5800.0;97.36;2.0;8935.0;128.05;2.0;8998.0;120.1;0;0;0;1.0;3243.0;117.75;0;0;0
"Rider7";"25/2013";0;0;0;2.0;7526.0;122.65;0;0;0;0;0;0;0;0;0;2.0;4944.0;131.13;2.0;7280.0;125.14
"Rider3";"25/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;8005.0;122.03
"Rider5";"25/2013";0;0;0;0;0;0;2.0;8123.0;134.28;0;0;0;2.0;5516.0;131.99;0;0;0;0;0;0
"Rider2";"25/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;11956.0;124.42;2.0;15663.0;120.99
"Rider1";"25/2013";0;0;0;0;0;0;0;0;0;2.0;12791.0;140.29;1.0;4311.0;109.17;3.0;25300.0;154.12;2.0;5972.0;134.53
"Rider4";"25/2013";0;0;0;0;0;0;2.0;13748.0;136.99;2.0;15039.0;129.56;0;0;0;0;0;0;0;0;0
"Rider7";"43/2014";0;0;0;1.0;6595.0;109.54;0;0;0;0;0;0;2.0;9636.0;119.6;0;0;0;0;0;0
"Rider6";"43/2014";0;0;0;0;0;0;0;0;0;1.0;4938.0;94.83;2.0;9973.0;127.98;0;0;0;3.0;9505.0;159.07
"Rider2";"43/2014";1.0;5324.0;114.18;2.0;4292.0;122.29;0;0;0;0;0;0;1.0;5732.0;116.51;0;0;0;0;0;0
"Rider7";"31/2012";0;0;0;1.0;10873.0;101.71;1.0;8524.0;109.64;1.0;9136.0;108.55;0;0;0;2.0;6973.0;121.28;2.0;8357.0;119.49
"Rider3";"31/2012";0;0;0;2.0;6205.0;134.31;2.0;11637.0;127.85;2.0;7800.0;127.95;0;0;0;2.0;20277.0;121.02;3.0;8774.0;153.53
"Rider4";"31/2012";1.0;5490.0;83.75;2.0;12665.0;137.39;1.0;17022.0;114.37;1.0;16965.0;109.65;1.0;9853.0;104.17;2.0;15898.0;123.7;0;0;0
"Rider7";"33/2012";0;0;0;1.0;5326.0;94.39;1.0;7989.0;115.18;0;0;0;0;0;0;0;0;0;0;0;0
"Rider3";"33/2012";2.0;7500.0;139.53;0;0;0;2.0;18623.0;132.05;3.0;7538.0;143.26;0;0;0;2.0;3326.0;132.89;3.0;13114.0;155.14
"Rider5";"33/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;14624.0;156.1
"Rider4";"33/2012";1.0;6548.0;81.77;2.0;16501.0;127.62;2.0;25333.0;127.85;0;0;0;0;0;0;1.0;8831.0;85.9;0;0;0
"Rider7";"39/2013";0;0;0;0;0;0;1.0;5205.0;115.26;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"39/2013";0;0;0;2.0;5098.0;124.34;0;0;0;1.0;5237.0;111.87;0;0;0;0;0;0;0;0;0
"Rider2";"39/2013";0;0;0;1.0;5436.0;81.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"39/2013";2.0;8649.0;124.02;2.0;18658.0;124.61;1.0;9193.0;107.21;2.0;7501.0;122.35;0;0;0;0;0;0;0;0;0
"Rider7";"13/2014";2.0;5097.0;118.58;1.0;8545.0;108.45;2.0;7712.0;118.83;0;0;0;2.0;9435.0;129.63;1.0;11478.0;108.24;1.0;7872.0;106.98
"Rider3";"13/2014";0;0;0;2.0;6262.0;124.03;2.0;4701.0;127.94;2.0;7047.0;132.69;0;0;0;2.0;19133.0;119.86;2.0;16687.0;126.34
"Rider5";"13/2014";0;0;0;0;0;0;0;0;0;2.0;4873.0;135.41;0;0;0;0;0;0;0;0;0
"Rider2";"13/2014";0;0;0;1.0;5047.0;113.15;0;0;0;2.0;4675.0;128.55;0;0;0;2.0;10726.0;125.15;1.0;14394.0;117.08
"Rider1";"13/2014";0;0;0;2.0;9119.0;135.65;2.0;14025.0;137.6;2.0;5885.0;138.96;2.0;4694.0;129.01;2.0;13209.0;140.31;2.0;14103.0;135.07
"Rider4";"13/2014";2.0;10837.0;119.7;1.0;10970.0;114.17;2.0;16304.0;130.47;2.0;7147.0;140.77;1.0;15162.0;112.49;3.0;8686.0;144.37;1.0;8776.0;113.2
"Rider6";"52/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4277.0;162.01;0;0;0
"Rider5";"52/2014";0;0;0;2.0;4243.0;132.69;0;0;0;0;0;0;0;0;0;2.0;5943.0;130.81;0;0;0
"Rider2";"52/2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;5856.0;117.65;0;0;0
"Rider6";"1/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;8431.0;96.06
"Rider5";"1/2015";0;0;0;0;0;0;0;0;0;2.0;5420.0;132.01;0;0;0;2.0;7656.0;129.88;2.0;10994.0;129.83
"Rider2";"1/2015";0;0;0;0;0;0;0;0;0;0;0;0;1.0;9799.0;116.68;0;0;0;0;0;0
"Rider1";"1/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;2612.0;120.86;3.0;1400.0;153.72
"Rider4";"1/2015";0;0;0;0;0;0;0;0;0;0;0;0;2.0;14053.0;138.99;2.0;13545.0;133.65;2.0;16461.0;126.28
"Rider6";"52/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3366.0;166.7;0;0;0
"Rider3";"52/2013";0;0;0;0;0;0;0;0;0;2.0;7725.0;140.0;2.0;10297.0;124.74;2.0;8660.0;132.19;0;0;0
"Rider5";"52/2013";0;0;0;2.0;9520.0;131.4;0;0;0;0;0;0;0;0;0;2.0;10402.0;134.86;0;0;0
"Rider4";"52/2013";2.0;11421.0;127.13;2.0;14917.0;139.05;2.0;14424.0;132.72;0;0;0;0;0;0;0;0;0;2.0;16192.0;119.45
"Rider6";"3/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;2389.0;138.11
"Rider3";"3/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;6865.0;136.32;0;0;0
"Rider5";"3/2015";0;0;0;0;0;0;0;0;0;2.0;7444.0;127.19;2.0;5034.0;128.57;2.0;5967.0;126.19;2.0;9338.0;130.62
"Rider1";"3/2015";0;0;0;3.0;11529.0;152.72;2.0;6660.0;125.41;3.0;7277.0;143.58;1.0;5838.0;117.74;2.0;11991.0;125.65;3.0;7028.0;154.36
"Rider4";"3/2015";2.0;5899.0;121.54;2.0;10123.0;136.15;2.0;15027.0;136.19;2.0;5348.0;126.95;2.0;17564.0;139.49;2.0;19184.0;130.73;1.0;12036.0;115.49
"Rider6";"6/2015";0;0;0;0;0;0;3.0;2240.0;144.54;0;0;0;0;0;0;0;0;0;0;0;0
"Rider1";"6/2015";2.0;12734.0;134.43;0;0;0;0;0;0;0;0;0;3.0;1231.0;141.72;3.0;11529.0;150.62;3.0;10561.0;143.58
"Rider6";"4/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;7222.0;132.73;0;0;0
"Rider3";"4/2015";2.0;4061.0;137.04;0;0;0;0;0;0;2.0;4555.0;138.35;0;0;0;0;0;0;0;0;0
"Rider5";"4/2015";0;0;0;2.0;5968.0;123.44;0;0;0;0;0;0;2.0;7314.0;126.76;0;0;0;0;0;0
"Rider2";"4/2015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;8031.0;113.67;0;0;0
"Rider1";"4/2015";0;0;0;2.0;6212.0;120.45;0;0;0;3.0;4390.0;148.76;3.0;5957.0;156.23;1.0;6114.0;117.29;1.0;11973.0;116.03
"Rider4";"4/2015";0;0;0;2.0;7313.0;122.51;1.0;14243.0;116.97;2.0;7707.0;129.66;2.0;8264.0;120.57;2.0;8005.0;119.8;0;0;0
"Rider3";"39/2012";2.0;6860.0;129.81;0;0;0;2.0;4417.0;129.72;2.0;9111.0;132.94;0;0;0;0;0;0;0;0;0
"Rider5";"39/2012";0;0;0;0;0;0;0;0;0;2.0;4667.0;130.01;0;0;0;0;0;0;0;0;0
"Rider2";"39/2012";0;0;0;0;0;0;1.0;10833.0;113.07;1.0;9051.0;112.7;3.0;8191.0;161.01;1.0;3117.0;102.9;3.0;13037.0;148.58
"Rider4";"39/2012";2.0;11292.0;124.04;1.0;8723.0;113.81;0;0;0;1.0;5275.0;82.93;0;0;0;0;0;0;0;0;0
"Rider3";"10/2012";0;0;0;2.0;7860.0;132.97;2.0;11163.0;131.38;2.0;8667.0;124.55;0;0;0;0;0;0;0;0;0
"Rider4";"10/2012";1.0;8027.0;97.92;3.0;18672.0;144.82;1.0;9805.0;103.25;0;0;0;1.0;10492.0;112.24;2.0;27295.0;129.16;2.0;15215.0;134.81
"Rider3";"30/2011";2.0;15349.0;122.53;2.0;7415.0;133.53;1.0;13340.0;114.94;0;0;0;2.0;15035.0;123.32;2.0;18562.0;121.89;2.0;15163.0;127.08
"Rider5";"30/2011";0;0;0;0;0;0;2.0;6056.0;118.91;2.0;4470.0;123.38;0;0;0;0;0;0;3.0;14666.0;153.23
"Rider3";"2/2013";0;0;0;2.0;6434.0;126.45;2.0;7085.0;130.93;1.0;3883.0;111.27;2.0;75750.0;135.17;2.0;15660.0;131.78;2.0;8109.0;133.64
"Rider5";"2/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;10263.0;126.59;0;0;0
"Rider2";"2/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;9368.0;129.33;0;0;0
"Rider4";"2/2013";0;0;0;0;0;0;1.0;9917.0;114.8;2.0;12204.0;121.56;2.0;9822.0;130.37;2.0;15552.0;122.63;2.0;7996.0;133.33
"Rider3";"36/2012";2.0;183103.0;133.81;0;0;0;0;0;0;0;0;0;2.0;7667.0;135.45;2.0;87610.0;130.93;2.0;106798.0;128.72
"Rider2";"36/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;16367.0;84.64;1.0;77.0;82.04
"Rider4";"36/2012";2.0;7586.0;121.62;1.0;1005.0;76.41;0;0;0;2.0;3518.0;127.09;1.0;948.0;82.44;0;0;0;0;0;0
"Rider3";"1/2014";0;0;0;0;0;0;3.0;3459.0;156.1;2.0;7897.0;129.52;2.0;9721.0;123.3;2.0;11843.0;121.89;0;0;0
"Rider5";"1/2014";0;0;0;1.0;4988.0;109.32;2.0;5694.0;122.55;2.0;8563.0;127.6;2.0;3892.0;130.91;0;0;0;0;0;0
"Rider1";"1/2014";2.0;3373.0;120.09;2.0;7157.0;139.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rider4";"1/2014";0;0;0;0;0;0;2.0;12238.0;122.27;0;0;0;2.0;16997.0;121.94;2.0;13171.0;119.29;2.0;2933.0;129.65
"Rider3";"37/2011";2.0;7024.0;136.32;2.0;13085.0;135.31;0;0;0;2.0;8617.0;130.09;0;0;0;0;0;0;0;0;0
"Rider5";"37/2011";0;0;0;0;0;0;0;0;0;2.0;7550.0;127.47;0;0;0;2.0;78179.0;126.3;2.0;6225.0;129.86
"Rider3";"34/2013";0;0;0;2.0;5455.0;131.68;2.0;8931.0;124.54;2.0;6557.0;132.42;0;0;0;0;0;0;0;0;0
"Rider5";"34/2013";0;0;0;0;0;0;0;0;0;0;0;0;3.0;8236.0;144.32;1.0;5913.0;117.06;0;0;0
"Rider2";"34/2013";0;0;0;1.0;36.0;81.73;2.0;6358.0;127.28;2.0;8022.0;119.21;0;0;0;2.0;2613.0;125.17;0;0;0
"Rider1";"34/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;1160.0;176.6;0;0;0
"Rider4";"34/2013";2.0;3611.0;139.6;2.0;2631.0;135.91;2.0;11021.0;119.83;3.0;9763.0;141.64;2.0;6869.0;122.8;3.0;3675.0;149.85;3.0;3125.0;146.65
"Rider3";"27/2011";2.0;5629.0;134.08;0;0;0;2.0;34324.0;121.8;2.0;37798.0;135.36;2.0;6307.0;134.4;2.0;15723.0;126.78;2.0;9096.0;133.94
"Rider5";"27/2011";2.0;2397.0;118.25;0;0;0;2.0;1672.0;127.41;1.0;5433.0;109.6;2.0;3986.0;118.01;0;0;0;1.0;6851.0;107.72
"Rider3";"11/2012";0;0;0;0;0;0;2.0;7789.0;132.28;2.0;11620.0;123.41;2.0;7479.0;128.23;2.0;16843.0;122.46;1.0;10706.0;109.32
"Rider4";"11/2012";0;0;0;0;0;0;1.0;12658.0;117.24;3.0;14932.0;142.63;0;0;0;2.0;14858.0;121.83;3.0;16117.0;141.31
"Rider3";"23/2012";0;0;0;2.0;12163.0;134.67;2.0;13040.0;126.85;2.0;6839.0;132.52;0;0;0;2.0;5530.0;128.28;2.0;13917.0;129.66
"Rider4";"23/2012";0;0;0;0;0;0;1.0;1716.0;83.5;2.0;12003.0;132.52;0;0;0;0;0;0;3.0;14502.0;156.15
"Rider3";"28/2011";0;0;0;2.0;6502.0;128.08;2.0;11971.0;119.77;2.0;6200.0;130.23;0;0;0;2.0;3275.0;125.75;0;0;0
"Rider5";"28/2011";0;0;0;0;0;0;1.0;5449.0;114.32;0;0;0;0;0;0;2.0;6055.0;120.39;0;0;0
"Rider3";"32/2011";0;0;0;2.0;11963.0;123.26;2.0;8135.0;130.4;2.0;15780.0;126.1;2.0;5727.0;134.15;2.0;8780.0;137.45;0;0;0
"Rider5";"32/2011";0;0;0;1.0;5308.0;91.16;0;0;0;0;0;0;0;0;0;0;0;0;1.0;5654.0;105.17
"Rider4";"32/2011";0;0;0;2.0;7045.0;118.15;2.0;2267.0;139.27;1.0;5793.0;117.78;3.0;1977.0;183.95;2.0;17703.0;126.45;3.0;5890.0;159.88
"Rider3";"31/2011";0;0;0;2.0;11125.0;133.69;2.0;7341.0;136.22;0;0;0;2.0;7734.0;131.58;3.0;13183.0;165.77;1.0;18053.0;115.16
"Rider5";"31/2011";0;0;0;0;0;0;0;0;0;0;0;0;1.0;31910.0;107.55;0;0;0;0;0;0
"Rider4";"31/2011";0;0;0;0;0;0;2.0;15429.0;130.41;2.0;5687.0;136.22;0;0;0;3.0;13023.0;168.98;3.0;6665.0;159.0
"Rider3";"19/2012";1.0;72698.0;80.97;2.0;10256.0;135.58;0;0;0;2.0;6987.0;140.53;2.0;11352.0;134.68;2.0;8746.0;131.86;0;0;0
"Rider2";"19/2012";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;8454.0;129.01
"Rider4";"19/2012";0;0;0;2.0;14426.0;126.49;1.0;17011.0;114.91;2.0;14259.0;123.18;1.0;14094.0;116.09;1.0;14611.0;108.49;1.0;8736.0;116.32
"Rider3";"27/2012";0;0;0;2.0;9918.0;125.63;2.0;11261.0;124.28;0;0;0;0;0;0;3.0;22009.0;149.99;2.0;10272.0;129.44
"Rider4";"27/2012";1.0;6101.0;87.36;3.0;16187.0;148.57;2.0;12131.0;120.89;0;0;0;1.0;2603.0;103.36;0;0;0;0;0;0
"Rider3";"27/2013";0;0;0;3.0;4402.0;141.51;2.0;7084.0;128.3;0;0;0;0;0;0;0;0;0;0;0;0
"Rider5";"27/2013";2.0;4644.0;129.65;0;0;0;0;0;0;0;0;0;0;0;0;2.0;4897.0;121.34;0;0;0
"Rider2";"27/2013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;9575.0;101.31;0;0;0
"Rider4";"27/2013";2.0;7246.0;123.26;2.0;6334.0;136.09;0;0;0;2.0;9382.0;121.41;0;0;0;1.0;7017.0;114.78;0;0;0
"Rider3";"50/2013";2.0;4273.0;128.88;0;0;0;0;0;0;2.0;7006.0;131.72;0;0;0;0;0;0;2.0;7131.0;129.07
"Rider5";"50/2013";0;0;0;2.0;5534.0;126.69;2.0;7558.0;128.15;2.0;3993.0;126.17;0;0;0;2.0;11798.0;135.19;0;0;0
"Rider4";"50/2013";2.0;9815.0;140.45;2.0;16327.0;122.12;2.0;8767.0;124.56;2.0;15017.0;122.19;2.0;8462.0;139.22;2.0;9709.0;131.73;2.0;7690.0;139.67
"Rider3";"25/2012";1.0;10907.0;112.0;2.0;10693.0;125.39;0;0;0;0;0;0;0;0;0;0;0;0;2.0;12756.0;137.55
"Rider4";"25/2012";2.0;8346.0;121.49;3.0;12461.0;141.18;2.0;11571.0;124.3;1.0;16333.0;113.72;0;0;0;0;0;0;2.0;13456.0;124.38
"Rider3";"13/2012";0;0;0;1.0;14871.0;116.87;2.0;85962.0;132.52;2.0;12650.0;127.89;0;0;0;2.0;11974.0;129.27;2.0;11285.0;128.45
"Rider4";"13/2012";0;0;0;3.0;8084.0;157.55;0;0;0;2.0;9383.0;134.87;0;0;0;0;0;0;0;0;0
"Rider3";"33/2011";2.0;13117.0;122.07;2.0;13283.0;123.85;0;0;0;3.0;5730.0;147.01;0;0;0;2.0;3088.0;135.08;3.0;13712.0;158.9
"Rider5";"33/2011";0;0;0;2.0;1357.0;125.12;0;0;0;2.0;6557.0;126.06;2.0;6427.0;121.99;0;0;0;1.0;11277.0;107.7
"Rider4";"33/2011";2.0;14886.0;122.25;2.0;7026.0;136.08;2.0;13530.0;122.49;0;0;0;2.0;11212.0;119.93;2.0;3171.0;126.82;2.0;6646.0;135.26
"Rider3";"39/2011";1.0;7398.0;112.49;0;0;0;2.0;7644.0;130.08;0;0;0;2.0;5252.0;131.09;2.0;9666.0;134.01;2.0;9773.0;126.03
"Rider1";"39/2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;18790.0;136.08;0;0;0
"Rider4";"39/2011";2.0;5157.0;139.85;3.0;4911.0;141.48;2.0;4150.0;135.64;3.0;7103.0;153.83;0;0;0;2.0;15715.0;133.9;2.0;9244.0;130.81
"Rider3";"37/2013";0;0;0;2.0;6966.0;129.75;0;0;0;2.0;3193.0;140.85;0;0;0;2.0;4908.0;130.77;3.0;12238.0;157.68
"Rider5";"37/2013";0;0;0;0;0;0;0;0;0;2.0;5865.0;126.52;1.0;4478.0;116.48;0;0;0;0;0;0
"Rider2";"37/2013";0;0;0;1.0;4965.0;114.47;0;0;0;1.0;4592.0;113.75;0;0;0;2.0;19657.0;132.16;0;0;0
"Rider4";"37/2013";0;0;0;1.0;8358.0;116.66;1.0;8110.0;116.08;2.0;9441.0;124.3;1.0;83055.0;112.83;1.0;8379.0;95.45;0;0;0
